clean_input,label,intent
order brown palazzo in 42,18,place_order
i would like to purchase 28 shirt,18,place_order
bulk order kurti for gents,18,place_order
bulk order churidar for boys,18,place_order
order hoodie under rs1299,18,place_order
i want to buy s dhoti in white for women,18,place_order
order dhoti under rs599,18,place_order
i would like to purchase l dhoti,18,place_order
place order purple jacket size 42,18,place_order
ordering churidar in pink,18,place_order
bulk order trousers for boys,18,place_order
i need to buy dhoti for gents,18,place_order
order anarkali for women,18,place_order
i would like to purchase m shirt,18,place_order
i would like to purchase 3xl hoodie,18,place_order
need to order 2xl red kurta,18,place_order
order tshirt under rs799,18,place_order
need to order 38 orange dhoti,18,place_order
order tshirt under rs1299,18,place_order
i want to buy 34 blue salwar,18,place_order
ordering trousers in teal,18,place_order
order beige kurti in 30,18,place_order
need to order 36 maroon sherwani,18,place_order
ordering top in purple,18,place_order
place order purple churidar size s,18,place_order
place order for blue salwar size 3xl for men,18,place_order
i need to buy saree for gents,18,place_order
i want to buy s red anarkali,18,place_order
place order for green lehenga size 32 for women,18,place_order
order teal shirt in 38,18,place_order
i need to buy salwar for women,18,place_order
ordering tshirt in purple,18,place_order
order shirt under rs499,18,place_order
place order for purple tshirt size xl for girls,18,place_order
i want to buy 3xl navy top,18,place_order
i need to buy kurti for ladies,18,place_order
i need anarkali urgently how to order,18,place_order
i want to buy 32 black kurta,18,place_order
i ordered kurti still not received,16,order_status
delivery status of order ord47101,16,order_status
i placed order ord82782 when arriving,16,order_status
order taking too long,16,order_status
i placed order ord85939 when arriving,16,order_status
order ord47178 where is it,16,order_status
my trousers order not delivered,16,order_status
delivery status of order ord13148,16,order_status
whr is my order,16,order_status
delivery status of order ord63300,16,order_status
why no order update,16,order_status
my package is late any update,16,order_status
order ord43452 dispatched,16,order_status
status of order ord26067,16,order_status
my order ord14938 not received,16,order_status
still no update on my order,16,order_status
my hoodie order not delivered,16,order_status
status of order ord15164,16,order_status
my order ord66155 not received,16,order_status
my order ord85720 not received,16,order_status
any update on my trousers order,16,order_status
order not received,16,order_status
where is order placed 15 days ago,16,order_status
order ord89620 status,16,order_status
order ord18670 status,16,order_status
order placed yesterday where is it,16,order_status
my palazzo order not delivered,16,order_status
track order ord19307,16,order_status
status of order ord31434,16,order_status
order placed 5 days ago not arrived,16,order_status
no shipping update for order ord99096,16,order_status
i ordered salwar still not received,16,order_status
track order ord57627,16,order_status
where is order placed 14 days ago,16,order_status
order placed 4 days ago not arrived,16,order_status
i need update on my order,16,order_status
track my oder ord53764,16,order_status
delivery status of order ord47930,16,order_status
track order ord44948,16,order_status
where is my top,16,order_status
no shipping update for order ord79409,16,order_status
still waiting for my kurta,16,order_status
i placed order ord12551 when arriving,16,order_status
track my oder ord18043,16,order_status
track order ord13355,16,order_status
still waiting for my hoodie,16,order_status
status of order ord38257,16,order_status
my anarkali order not delivered,16,order_status
any update on my jeans order,16,order_status
no shipping update for order ord91234,16,order_status
oder status,16,order_status
i ordered jacket still not received,16,order_status
i ordered anarkali still not received,16,order_status
no shipping update for order ord42911,16,order_status
order ord73845 status,16,order_status
track my oder ord61174,16,order_status
shipment tracking for ord23843,16,order_status
any update on my top order,16,order_status
expected delivery of order ord28831,16,order_status
status of order ord84449,16,order_status
expected delivery of order ord40701,16,order_status
order placed 9 days ago not arrived,16,order_status
status of order ord47091,16,order_status
no shipping update for order ord23056,16,order_status
no shipping update for order ord81707,16,order_status
order ord45887 status,16,order_status
order ord25049 status,16,order_status
expected delivery of order ord10024,16,order_status
when will my shirt arrive,16,order_status
shipment tracking for ord65333,16,order_status
still waiting for my dress,16,order_status
no shipping update for order ord47553,16,order_status
delivery status of order ord53717,16,order_status
expected delivery of order ord27899,16,order_status
where is my churidar,16,order_status
shipment tracking for ord44575,16,order_status
where is my kurti,16,order_status
status of order ord76204,16,order_status
my churidar order not delivered,16,order_status
i ordered jeans still not received,16,order_status
delivery status of order ord61612,16,order_status
status of order ord86339,16,order_status
i ordered hoodie still not received,16,order_status
i ordered kurta still not received,16,order_status
check status of my order,16,order_status
order ord65183 dispatched,16,order_status
order ord20986 dispatched,16,order_status
track my oder ord77508,16,order_status
where is order placed 11 days ago,16,order_status
delivery status of order ord43203,16,order_status
order ord36812 status,16,order_status
order ord13670 status,16,order_status
track my oder ord64709,16,order_status
where is my package,16,order_status
my lehenga order not delivered,16,order_status
my order ord93156 not received,16,order_status
when will my saree arrive,16,order_status
order placed 8 days ago not arrived,16,order_status
my tshirt order not delivered,16,order_status
no shipping update for order ord92491,16,order_status
order ord35796 where is it,16,order_status
i ordered trousers still not received,16,order_status
track order ord61382,16,order_status
my order ord87931 not received,16,order_status
order ord56133 status,16,order_status
order ord54948 where is it,16,order_status
any update on my churidar order,16,order_status
where is order placed 13 days ago,16,order_status
any update on my hoodie order,16,order_status
delivery status of order ord98400,16,order_status
no shipping update for order ord24324,16,order_status
order ord92062 where is it,16,order_status
status of order ord51739,16,order_status
where is order placed 26 days ago,16,order_status
delivery status of order ord64634,16,order_status
shipment tracking for ord37418,16,order_status
order ord58371 status,16,order_status
where is my tshirt,16,order_status
order placed 3 days ago not arrived,16,order_status
i placed order ord67704 when arriving,16,order_status
where is order placed 25 days ago,16,order_status
track my oder ord14922,16,order_status
i placed order ord36299 when arriving,16,order_status
shipment tracking for ord27170,16,order_status
when will my trousers arrive,16,order_status
track order ord72957,16,order_status
i ordered shirt still not received,16,order_status
expected delivery of order ord78868,16,order_status
no shipping update for order ord68476,16,order_status
delivery status of order ord21509,16,order_status
track order ord56249,16,order_status
shipment tracking for ord59014,16,order_status
order placed 10 days ago not arrived,16,order_status
order ord60578 where is it,16,order_status
i ordered sherwani still not received,16,order_status
delivery status of order ord96761,16,order_status
no shipping update for order ord71409,16,order_status
my order ord62277 not received,16,order_status
track my oder ord56869,16,order_status
expected delivery of order ord29178,16,order_status
order ord89074 dispatched,16,order_status
no shipping update for order ord70776,16,order_status
order ord71788 status,16,order_status
track my oder ord65606,16,order_status
track order ord67718,16,order_status
order ord90011 where is it,16,order_status
order ord52584 status,16,order_status
where is order placed 4 days ago,16,order_status
shipment status,16,order_status
still waiting for my anarkali,16,order_status
where is my trousers,16,order_status
no shipping update for order ord83582,16,order_status
i placed order ord46423 when arriving,16,order_status
delivery status of order ord46823,16,order_status
shipment tracking for ord45110,16,order_status
track order ord83339,16,order_status
no shipping update for order ord50753,16,order_status
track my oder ord12589,16,order_status
i ordered lehenga still not received,16,order_status
