input,intent,response,title
actually theek hai thanksplz,goodbye,bye! we're always here if you need us,Goodbye
can you tell me thanks need to know,goodbye,great talking to you! come back soon,Goodbye
just asking hey ?,greeting,hey! how can i help you?,Greeting
yo amount for xl sizepls,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
when will i get my money back,order_status,refund processed in 57 days after we receive the item,Order Support
3xl available?,size_inquiry,xl is in stock! want to order?,Size Inquiry
pastel colors available,availability_check,in stock! which size do you need?,Stock Availability
do you have new stock,availability_check,yes that's available! want to go ahead and order?,Stock Availability
shipping,delivery_query,we ship all over india! what's your city?,Delivery Information
i wanted to ask what's available if possible,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
quick q bro rate kya hai urgent,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
wanted to know does it fade right now,material_inquiry,"very soft and lightweight material, ideal for daily use",Material Inquiry
address change possible,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
please got anything for men ?,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
when will it come,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
also not as described asap,order_status,cancellation possible before dispatch. share order id!,Order Support
"my size is xl, available?",size_inquiry,size m is available. what product do you need it for?,Size Inquiry
store credit for return,order_status,refund processed in 57 days after we receive the item,Order Support
can u tell me purchase check karo fast,order_status,sorry for the delay! please share order id so we can help,Order Support
no more questions,goodbye,bye! we're always here if you need us,Goodbye
ship to delhi,delivery_query,you'll get a tracking link once dispatched,Delivery Information
so order confirmed??,order_status,cancellation possible before dispatch. share order id!,Order Support
chennai delivery,delivery_query,usually 35 days depending on your location,Delivery Information
wondering if mumbai delivery time??,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
payment offer,price_inquiry,we have great prices across all budgets. what's your range?,Price Related Query
hi adding to contacts if possible,goodbye,thanks! hope to see your order soon,Goodbye
wholesale cost,price_inquiry,we have great prices across all budgets. what's your range?,Price Related Query
so wide leg pants quickly,size_inquiry,"yes, xl is available right now",Size Inquiry
bro hey quick question quickly,greeting,hey! we're here. ask away!,Greeting
umm what about kurta sets,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
umm biggest size u have? bro,size_inquiry,"yes, that size is available! which item?",Size Inquiry
just asking is there a combo offer,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
is this a popular item today,availability_check,yes available! want to place an order?,Stock Availability
please ok all sorted urgent,goodbye,thanks for visiting! see you soon,Goodbye
exchange order,order_status,please share your order id and ill look it up,Order Status
umm total amount? urgent,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
bro what do u sell,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
can you tell me purchase confirmed if possible,order_status,happy to help! please share your order id,Order Support
yo,greeting,hey! how can i help you?,Greeting
quick q fast shipping possible? ji,delivery_query,we ship all over india! what's your city?,Delivery Information
someone told me hi i want to buy something asap,greeting,hey! how can i help you?,Greeting
do you know if non stretch if possible,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
i heard that weekend delivery thank you,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
shipping estimate?,delivery_query,we ship all over india! what's your city?,Delivery Information
actually thanks a lot??,goodbye,anytime! have a great day,Goodbye
last piece?,availability_check,in stock! which size do you need?,Stock Availability
can you tell me rate with shipping if possible,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
btw recycled fabic asap,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
purchase confirmation received,order_status,please share your order id and i'll check right away!,Order Support
do you know if how do i track pls,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
just asking delivery estimate? quickly,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
bro offer hai kya!,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
namaste,greeting,hello welcome to our store how can i help you,Greeting
off white available,availability_check,black is available in most sizes,Stock Availability
track order,delivery_query,we use trusted couriers delhivery bluedart dtdc,Delivery Query
hey in stck? fast,availability_check,let me check which color and size?,Stock Availability
any discount? fast,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
hey do u have t-shirts ji,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
quick q hi i'm new here!,greeting,hi there! what are you looking for?,Greeting
amount deducted no order,order_status,please share your order id and i'll check right away!,Order Support
hey fast delivery possible?!,delivery_query,free delivery on orders above rs. 999,Delivery Information
bro kab milega ?,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
how much does it cost,price_inquiry,jeans are rs. 999 to rs. 2499. great quality for the price!,Price Inquiry
btw thanks for the info urgent,goodbye,thanks for visiting! see you soon,Goodbye
do you know if how many left if possible,availability_check,currently in stock want me to reserve one for you?,Stock Availability
umm logging off asap,goodbye,glad i could help! take care,Goodbye
btw free delvery?pls,delivery_query,you'll get a tracking link once dispatched,Delivery Information
hi i need help,greeting,hi! how can we help you today?,Greeting
just asking can i pick up in store asap,delivery_query,usually 35 days depending on your location,Delivery Information
just asking is it breathable yaar,material_inquiry,it's linen perfect for summer!,Material Inquiry
yo got size 36?!,size_inquiry,xl is in stock! want to order?,Size Inquiry
can you tell me off white available,availability_check,"limited stock remaining, better order soon!",Stock Availability
can u tell me hey bro urgent,greeting,hi what's up? how can i assist?,Greeting
do you know if order cancel thank you,order_status,please share your order id and i'll check right away!,Order Support
