input,intent,response,title
is purple available in L t-shirt,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
is maroon hoodie in stock,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
is sherwani available in grey,color_inquiry,Yes we have that in green. Which size do you need?,Color Inquiry
is red available in XXL anarkali,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
is shirt available in red,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
dark color t-shirt available,color_inquiry,That color is available. Want to order?,Color Inquiry
what other colors besides purple in kurti,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
I need navy kurta in 38,color_inquiry,Yes we have that in purple. Which size do you need?,Color Inquiry
multicolor jeans available,color_inquiry,Yes that color is available in our salwar range. Which size?,Color Inquiry
color variety for kids dhoti,color_inquiry,Our anarkalis come in solid and printed options. Want details?,Color Inquiry
do you have palazzo in white,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
color variety for girls anarkali,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
dark color saree available,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
is grey in stock for anarkali,color_inquiry,That color is available. Want to order?,Color Inquiry
is orange available in S t-shirt,color_inquiry,Yes yellow is available. Which product and size are you looking for?,Color Inquiry
floral print dress in cream,color_inquiry,Yes that color is available in our shirt range. Which size?,Color Inquiry
pastel color palazzo available,color_inquiry,The hoodie is available in multiple colors. What shade do you prefer?,Color Inquiry
is sherwani available in blue,color_inquiry,Yes we have that in cream. Which size do you need?,Color Inquiry
light color lehenga available,color_inquiry,Yes blue is available. Which product and size are you looking for?,Color Inquiry
bright color kurta for kids,color_inquiry,Yes we have that in red. Which size do you need?,Color Inquiry
coloures of saree,color_inquiry,Our lehengas come in solid and printed options. Want details?,Color Inquiry
do u hav grey salwar,color_inquiry,Our lehengas come in solid and printed options. Want details?,Color Inquiry
do you have green jacket for women,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
do you have cream in rayon top,color_inquiry,The anarkali is available in multiple colors. What shade do you prefer?,Color Inquiry
coloures of lehenga,color_inquiry,The jeans is available in multiple colors. What shade do you prefer?,Color Inquiry
any purple dress,color_inquiry,Yes we have that in pink. Which size do you need?,Color Inquiry
any other color for kurti in 40,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
color variety for kids t-shirt,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
do u hav yellow palazzo,color_inquiry,The salwar is available in multiple colors. What shade do you prefer?,Color Inquiry
is green top in stock,color_inquiry,The sherwani is available in multiple colors. What shade do you prefer?,Color Inquiry
do you have purple trousers for gents,color_inquiry,Our jeanss come in solid and printed options. Want details?,Color Inquiry
do you have cream in velvet t-shirt,color_inquiry,Yes we have that in grey. Which size do you need?,Color Inquiry
do you have maroon in cotton lehenga,color_inquiry,Yes that color is available in our top range. Which size?,Color Inquiry
any other color for churidar in 42,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
coler options for dress,color_inquiry,That color is available. Want to order?,Color Inquiry
is white in stock for dhoti,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
multicolor anarkali available,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
what shades in salwar,color_inquiry,Yes we have that in teal. Which size do you need?,Color Inquiry
do you have black jeans for girls,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
any cream saree,color_inquiry,That color is available. Want to order?,Color Inquiry
multicolor jacket available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
any black lehenga for ladies,color_inquiry,That color is available. Want to order?,Color Inquiry
do you have navy in denim salwar,color_inquiry,Yes beige is available. Which product and size are you looking for?,Color Inquiry
I need green shirt in L,color_inquiry,That color is available. Want to order?,Color Inquiry
do u hav blue palazzo,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
any orange jeans,color_inquiry,Our jackets come in solid and printed options. Want details?,Color Inquiry
is white in stock for jacket,color_inquiry,Yes we have that in green. Which size do you need?,Color Inquiry
is blue available in L hoodie,color_inquiry,Our tops come in solid and printed options. Want details?,Color Inquiry
any other color for saree in 36,color_inquiry,That color is available. Want to order?,Color Inquiry
multicolor shirt available,color_inquiry,Our kurtas come in solid and printed options. Want details?,Color Inquiry
solid color t-shirt in 32,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
color variety for boys lehenga,color_inquiry,Yes we have that in teal. Which size do you need?,Color Inquiry
color options for salwar,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
is teal available in 36 kurti,color_inquiry,The kurta is available in multiple colors. What shade do you prefer?,Color Inquiry
available in red,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
is teal shirt in stock,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
is white saree in stock,color_inquiry,Our tops come in solid and printed options. Want details?,Color Inquiry
floral print anarkali in green,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
any other color for kurta in S,color_inquiry,Yes navy is available. Which product and size are you looking for?,Color Inquiry
do you have brown kurta for girls,color_inquiry,Yes that color is available in our anarkali range. Which size?,Color Inquiry
do you have brown in cotton kurta,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
solid color t-shirt in 40,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
